学号,individual_report
pjxqqxbj998,"【学业发展诊断建议书】
学号：pjxqqxbj998 | 诊断画像：平衡型稳健生 | 演化轨迹：风险上升型

1. 画像定义：校园中坚力量，各项行为极其均衡、合规且稳定，管理最放心。

2. 动态分析：监测到近期行为轨迹发生‘突发性下滑’，存在急性预警风险。 系统判定的风险概率为 0.01。归因分析显示其近期在【四六级】维度的稳定性极剧下降，打破了原有的行为画像。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【四六级】。

4. 干预建议：【橙色紧急干预】建议辅导员针对其【四六级】异常波动进行约谈，排查外部干扰或心理变故。"
pjxqzxbj967,"【学业发展诊断建议书】
学号：pjxqzxbj967 | 诊断画像：非传统学习型 | 演化轨迹：低活跃型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.01）。其在【成绩】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【成绩】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【成绩】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj971,"【学业发展诊断建议书】
学号：pjxqzxbj971 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.928）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.928。核心归因为【综合偏差】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj973,"【学业发展诊断建议书】
学号：pjxqzxbj973 | 诊断画像：非传统学习型 | 演化轨迹：行为波动型

1. 画像定义：精力侧重于素质拓展与社交，校园生活活跃，但学术投入较佛系。

2. 动态分析：整体表现符合其画像逻辑，当前风险处于‘可控范围’。 系统判定的风险概率为 0.01。该生在【基本信息】方面维持了良好的韧性，未见明显的负向漂移信号。

3. 诊断结论：系统判定风险概率为 0.01。核心归因为【表现正常】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议维持当前状态，鼓励其在保持【基本信息】优势的同时，进一步优化在【社团活动】维度的表现。"
pjxqzxbj975,"【学业发展诊断建议书】
学号：pjxqzxbj975 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.939）。其在【体育课】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.939。核心归因为【综合偏差】，当前学业薄弱点为【体育课】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体育课】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj979,"【学业发展诊断建议书】
学号：pjxqzxbj979 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.919）。其在【跑步打卡】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.919。核心归因为【综合偏差】，当前学业薄弱点为【跑步打卡】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【跑步打卡】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj980,"【学业发展诊断建议书】
学号：pjxqzxbj980 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.921）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.921。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj982,"【学业发展诊断建议书】
学号：pjxqzxbj982 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.947）。其在【学生签到】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.947。核心归因为【综合偏差】，当前学业薄弱点为【学生签到】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【学生签到】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj983,"【学业发展诊断建议书】
学号：pjxqzxbj983 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.947）。其在【社团活动】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.947。核心归因为【综合偏差】，当前学业薄弱点为【社团活动】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【社团活动】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj984,"【学业发展诊断建议书】
学号：pjxqzxbj984 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【特征标签】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【特征标签】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【特征标签】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj985,"【学业发展诊断建议书】
学号：pjxqzxbj985 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.941）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.941。核心归因为【综合偏差】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj989,"【学业发展诊断建议书】
学号：pjxqzxbj989 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.917）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.917。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj994,"【学业发展诊断建议书】
学号：pjxqzxbj994 | 诊断画像：自律型领航者 | 演化轨迹：低活跃型

1. 画像定义：全能领跑员，在硬核竞赛和自主学习上表现卓越，是学术榜样。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjxqzxbj995,"【学业发展诊断建议书】
学号：pjxqzxbj995 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.916）。其在【四六级】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.916。核心归因为【综合偏差】，当前学业薄弱点为【四六级】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【四六级】维度的断层，防止其彻底滑向学业违约。"
